gid	RNAkb	gene	firstRPKM	expandedRPKM	finalRPKM	fractionMulti
628883	9.845	LOC628883	0.01	0.01	0.07	0.88
628893	0.639	EG628893	0.00	0.00	0.00	0.00
628894	0.513	EG628894	0.05	0.04	0.11	0.69
628898	1.910	EG628898	0.56	0.53	0.81	0.45
628900	1.307	EG628900	0.02	0.02	0.12	0.86
628903	82.371	LOC628903	0.01	0.01	0.02	0.57
628904	0.513	EG628904	0.00	0.00	0.00	0.00
628916	5.532	LOC628916	0.01	0.01	0.03	0.68
628919	2.112	EG628919	0.31	0.28	0.28	0.16
628923	0.800	LOC628923	0.00	0.00	0.00	0.00
628935	3.503	LOC628935	0.08	0.07	0.96	0.94
628946	0.921	LOC628946	0.00	0.00	0.00	0.00
628951	0.657	LOC628951	0.04	0.04	0.03	0.00
628976	0.519	LOC628976	0.00	0.00	0.00	0.00
628991	0.729	EG628991	0.00	0.00	0.00	0.00
628994	0.234	EG628994	0.21	0.20	2.16	0.92
629016	4.641	E130120F12Rik	0.05	0.04	0.06	0.46
629024	0.771	EG629024	0.00	0.00	0.00	0.00
629029	2.476	LOC629029	1.62	1.53	1.46	0.11
629032	0.465	EG629032	0.00	0.00	0.04	1.00
629036	0.774	EG629036	0.16	0.15	5.35	0.98
629043	1.423	LOC629043	0.05	0.05	0.66	0.94
629055	10.117	LOC629055	0.00	0.00	0.02	1.00
629057	1.040	LOC629057	1.85	1.75	2.49	0.41
629059	4.033	LOC629059	3.61	3.87	3.32	0.02
629065	14.350	EG629065	0.03	0.03	0.08	0.70
629079	2.643	LOC629079	0.00	0.00	0.00	0.00
629081	1.089	LOC629081	1.72	1.88	3.18	0.50
629101	0.713	LOC629101	0.03	0.03	2.12	0.99
629114	0.501	EG629114	0.00	0.00	0.00	0.00
629116	0.529	EG629116	0.32	0.30	20.90	0.99
629121	8.215	LOC629121	0.58	0.55	0.73	0.36
629133	2.856	EG629133	0.00	0.00	0.01	1.00
629141	0.459	ENSMUSG00000056509	0.00	0.00	0.00	0.00
629152	14.910	LOC629152	0.04	0.04	0.07	0.50
629153	0.490	LOC629153	0.00	0.00	0.16	1.00
629159	1.578	1700008J07Rik	4.37	2.69	2.28	0.01
629170	0.601	LOC629170	0.00	0.00	0.03	1.00
629178	0.651	EG629178	0.00	0.00	0.18	1.00
629182	0.225	EG629182	0.65	0.61	1.12	0.54
629203	0.959	EG629203	0.00	0.00	0.00	0.00
629204	18.467	LOC629204	0.00	0.00	0.00	1.00
629219	0.858	EG629219	0.00	0.00	0.00	0.00
629242	3.740	LOC629242	0.01	0.01	0.02	0.55
629257	0.120	EG629257	0.00	0.00	0.00	0.00
629292	1.083	EG629292	0.05	0.04	0.12	0.73
629300	0.592	EG629300	0.04	0.04	0.03	0.00
629303	1.875	OTTMUSG00000000990	0.00	0.00	0.00	0.00
629310	9.283	EG629310	0.02	0.02	0.02	0.27
629337	1.318	LOC629337	0.20	0.19	0.32	0.50
629340	1.233	LOC629340	0.04	0.04	0.95	0.96
629342	0.795	LOC629342	0.06	0.06	0.15	0.66
629352	0.920	LOC629352	0.19	0.18	0.17	0.12
629359	5.979	LOC629359	0.22	0.20	0.33	0.49
629364	1.434	LOC629364	0.14	0.13	0.73	0.85
629372	1.239	LOC629372	0.02	0.02	0.08	0.79
629374	2.240	EG629374	0.00	0.00	0.00	0.00
629378	2.828	Dact3	60.00	57.98	49.43	0.01
629383	1.709	EG629383	0.83	0.58	2.91	0.83
629389	0.975	EG629389	5.45	0.97	0.82	0.00
629397	0.825	EG629397	9.10	3.88	3.30	0.01
629400	0.397	EG629400	0.25	0.23	6.26	0.97
629419	21.848	EG629419	0.01	0.01	0.01	0.42
629436	0.826	LOC629436	0.00	0.00	0.82	1.00
629448	0.606	LOC629448	0.28	0.27	10.11	0.98
629461	110.285	EG629461	0.02	0.02	0.04	0.54
629471	0.672	LOC629471	23.86	19.88	64.76	0.74
629480	2.498	LOC629480	0.01	0.01	2.72	1.00
629499	3.316	4922505G16Rik	0.71	0.54	0.46	0.00
629524	1.328	EG629524	0.02	0.02	0.32	0.95
629542	1.360	LOC629542	0.00	0.00	0.00	0.00
629549	0.493	LOC629549	0.20	0.19	1.03	0.84
629554	0.844	LOC629554	0.12	0.08	0.07	0.00
629557	1.916	EG629557	3.99	3.73	4.30	0.27
629568	1.560	LOC629568	0.03	0.03	0.03	0.00
629573	0.727	LOC629573	0.34	0.32	5.11	0.95
629578	1.733	EG629578	0.00	0.00	4.64	1.00
629581	0.270	EG629581	0.09	0.09	0.08	0.00
629583	3.068	LOC629583	0.02	0.02	0.06	0.72
629591	0.426	EG629591	0.40	0.38	1.28	0.75
629595	0.531	EG629595	0.23	0.22	21.27	0.99
629608	26.531	LOC629608	0.02	0.01	0.03	0.75
629636	3.947	LOC629636	0.14	0.13	0.17	0.37
629643	1.027	EG629643	0.12	0.11	0.19	0.50
629652	1.111	LOC629652	0.07	0.06	0.05	0.00
629655	1.074	LOC629655	0.07	0.06	0.52	0.90
629656	1.801	LOC629656	2.26	4.90	21.23	0.81
629667	0.210	EG629667	0.00	0.00	0.00	0.00
629678	1.163	EG629678	0.31	0.04	0.05	0.33
629684	0.677	LOC629684	0.25	0.24	3.68	0.94
629689	1.687	EG629689	0.00	0.20	0.50	0.66
629709	0.743	LOC629709	0.43	0.40	1.51	0.78
629732	0.714	EG629732	0.51	0.48	5.01	0.92
629734	2.579	LOC629734	0.00	0.00	0.01	1.00
629739	0.353	EG629739	0.00	0.00	0.06	1.00
629742	1.699	LOC629742	0.07	0.07	0.12	0.49
629747	0.538	LOC629747	0.00	0.00	0.00	0.00
629750	3.373	LOC629750	0.91	0.86	2.56	0.72
629754	0.534	LOC629754	0.00	0.00	0.00	0.00
629756	0.459	Wfdc10	0.00	0.00	0.00	0.00
629758	2.165	LOC629758	0.00	0.00	0.59	1.00
629761	0.617	LOC629761	0.04	0.04	0.07	0.48
629777	1.127	LOC629777	2.99	2.06	1.89	0.08
629785	0.203	EG629785	0.00	0.00	0.00	0.00
629794	5.023	LOC629794	0.07	0.07	0.17	0.66
629812	0.299	EG629812	0.00	0.00	0.00	0.00
629815	45.805	EG629815	0.01	0.01	0.01	0.43
629818	0.294	EG629818	0.00	0.00	0.00	0.00
629820	0.404	EG629820	0.72	0.68	0.57	0.00
629822	0.304	Ighv7-3	0.00	0.00	0.00	0.00
629826	0.294	Ighv14-4	0.00	0.00	0.00	0.00
629833	0.299	EG629833	0.00	0.00	0.00	0.00
629842	0.300	Ighv13-2	0.00	0.00	0.00	0.00
629845	0.299	Ighv6-3	0.00	0.00	0.00	0.00
629849	0.300	EG629849	0.08	0.08	0.07	0.00
629859	0.293	Ighv1-11	0.00	0.00	0.00	0.00
629860	0.294	EG629860	0.00	0.00	0.00	0.00
629863	0.294	Ighv1-14	0.00	0.00	0.00	0.00
629865	0.294	Ighv1-15	0.00	0.00	0.00	0.00
629866	0.294	EG629866	0.00	0.00	0.00	0.00
629869	0.294	Ighv1-17	0.00	0.00	0.00	0.00
629871	0.294	Ighv1-18	0.00	0.00	0.00	0.00
629873	1.129	OTTMUSG00000004966	0.00	0.00	0.00	0.00
629884	0.294	Ighv1-26	0.00	0.00	0.00	0.00
629893	0.294	Ighv1-31	0.00	0.00	0.00	0.00
629897	0.294	Ighv1-36	0.00	0.00	0.00	0.00
629904	0.294	Ighv1-41	0.00	0.00	0.00	0.00
629906	0.294	Ighv1-42	0.00	0.00	0.00	0.00
629908	0.294	Ighv1-43	0.00	0.00	0.00	0.00
629915	0.294	Ighv1-47	0.00	0.00	0.00	0.00
629919	0.293	EG629919	0.00	0.00	0.00	0.00
629924	0.303	LOC629924	0.08	0.08	0.39	0.83
629925	0.294	Ighv1-49	0.00	0.00	0.00	0.00
629930	0.301	EG629930	0.00	0.00	0.00	0.00
629936	0.371	EG629936	0.00	0.00	0.37	1.00
629945	11.423	LOC629945	0.01	0.01	0.02	0.45
629949	0.272	LOC629949	3.94	3.73	30.66	0.90
629957	0.348	LOC629957	0.07	0.07	75.79	1.00
629959	2.130	EG629959	0.14	0.13	1.13	0.90
629960	4.314	LOC629960	0.00	0.00	0.00	0.00
629966	0.446	EG629966	0.00	0.00	0.00	0.00
629967	0.497	LOC629967	0.00	0.00	0.63	1.00
629970	0.738	LOC629970	0.00	0.00	0.08	1.00
629971	0.303	LOC629971	0.08	0.08	0.52	0.87
629974	4.559	D11Ertd759e	1.45	1.25	1.06	0.00
629997	0.709	LOC629997	0.00	0.00	0.00	0.00
630022	1.950	LOC630022	0.00	0.00	0.00	0.00
630028	0.977	LOC630028	0.00	0.00	0.00	0.00
630061	2.016	LOC630061	0.00	0.00	0.00	0.00
630071	0.501	EG630071	0.00	0.00	0.00	0.00
630077	3.137	LOC630077	0.00	0.00	0.00	0.00
630086	0.405	LOC630086	0.00	0.00	0.00	0.00
630093	0.936	LOC630093	0.00	0.00	0.46	1.00
630107	0.433	LOC630107	0.00	0.00	0.00	0.00
630138	0.971	LOC630138	0.40	0.38	16.59	0.98
630146	3.226	LOC630146	0.12	0.11	0.10	0.06
630169	0.646	LOC630169	0.00	0.00	0.00	0.00
630219	0.450	LOC630219	0.00	0.00	0.30	1.00
630294	10.394	LOC630294	0.01	0.01	0.02	0.61
630355	5.663	LOC630355	0.00	0.00	0.01	1.00
630389	0.419	LOC630389	0.29	0.27	0.60	0.62
630424	1.115	LOC630424	0.02	0.02	0.09	0.81
630453	0.645	LOC630453	0.04	0.04	0.03	0.00
630486	0.561	Ighv2-6	0.00	0.00	0.00	0.00
630499	1.598	EG630499	0.65	0.85	1.09	0.34
630537	0.611	Dcpp2	0.04	0.04	0.03	0.00
630579	3.114	LOC630579	0.00	0.00	0.03	1.00
630594	1.685	EG630594	0.03	0.03	1.07	0.98
630611	5.873	LOC630611	0.00	0.00	0.00	0.00
630618	1.659	LOC630618	0.19	0.18	0.26	0.41
630663	0.970	LOC630663	0.00	0.00	0.24	1.00
630708	0.871	LOC630708	0.00	0.00	0.94	1.00
630757	1.214	EG630757	0.10	0.09	4.46	0.98
630810	0.591	LOC630810	0.95	0.90	17.66	0.96
630825	1.230	LOC630825	0.00	0.00	0.00	0.00
630836	1.350	2010315B03Rik	0.00	0.00	0.00	0.00
630845	0.930	Tas2r122	0.05	0.05	0.04	0.00
630857	2.230	LOC630857	0.04	0.04	0.07	0.51
630887	59.000	LOC630887	0.00	0.00	0.01	1.00
630894	14.575	LOC630894	0.07	0.07	0.07	0.18
630927	1.071	LOC630927	0.25	0.24	0.20	0.00
630936	1.309	LOC630936	0.45	0.42	6.65	0.95
630942	20.922	LOC630942	0.06	0.06	0.07	0.25
630951	2.052	LOC630951	0.56	0.53	3.54	0.87
630952	0.444	EG630952	0.05	0.05	0.09	0.51
630978	4.724	EG630978	0.04	0.03	0.05	0.53
630980	49.131	LOC630980	0.00	0.00	0.01	1.00
630994	0.622	LOC630994	0.00	0.00	0.00	0.00
631002	0.513	RP23-81A18.3	0.00	0.00	0.00	0.00
631010	1.512	LOC631010	0.00	0.00	0.00	0.00
631037	0.611	LOC631037	0.04	0.04	0.13	0.74
631069	0.459	LOC631069	0.05	0.05	9.70	1.00
631071	2.312	LOC631071	0.88	0.83	7.84	0.91
631097	6.478	LOC631097	0.01	0.01	0.06	0.86
631101	0.698	LOC631101	0.03	0.03	0.03	0.00
631105	3.341	LOC631105	0.00	0.00	0.00	0.00
631126	0.248	LOC631126	0.00	0.00	0.00	0.00
631139	0.396	LOC631139	0.00	0.00	0.15	1.00
631145	1.140	LOC631145	0.00	0.00	0.00	0.00
631243	0.797	LOC631243	0.24	0.23	0.76	0.74
631264	11.762	LOC631264	0.02	0.02	0.02	0.23
631266	0.915	LOC631266	0.51	0.48	4.87	0.92
631304	1.575	EG631304	0.02	0.01	0.14	0.94
631319	0.633	EG631319	0.73	0.69	1.38	0.58
631323	2.702	Irgb10	0.10	0.09	0.08	0.00
631331	3.066	LOC631331	0.41	0.39	1.53	0.79
631359	0.595	EG631359	0.49	0.46	0.62	0.37
631371	84.240	LOC631371	0.00	0.00	0.01	1.00
631379	0.586	LOC631379	0.04	0.04	0.03	0.00
631400	0.934	LOC631400	0.18	0.17	0.33	0.57
631429	1.724	LOC631429	0.10	0.09	0.19	0.60
631449	3.230	LOC631449	0.00	0.00	0.00	0.00
631470	0.479	LOC631470	0.92	0.87	2.03	0.64
631479	0.673	LOC631479	0.00	0.00	0.00	0.00
631577	8.008	LOC631577	0.04	0.04	0.04	0.18
631581	4.301	LOC631581	0.05	0.05	0.93	0.95
631584	2.454	EG631584	0.00	0.00	0.07	1.00
631594	1.008	LOC631594	0.63	0.59	0.92	0.46
631595	0.294	Ighv1-21-1	0.00	0.00	0.00	0.00
631621	18.645	LOC631621	0.01	0.01	0.01	0.43
631624	2.934	EG631624	0.22	0.20	0.35	0.51
631784	1.419	LOC631784	0.00	0.00	0.00	0.00
631797	5.678	EG631797	0.03	0.03	0.03	0.00
631868	1.813	LOC631868	0.04	0.04	0.17	0.80
631906	0.807	EG631906	0.06	0.06	1.78	0.97
631922	0.738	EG631922	0.10	0.09	0.08	0.00
631990	1.237	EG631990	9.35	10.30	10.80	0.19
632000	1.250	LOC632000	3.41	1.62	21.29	0.94
632013	0.313	EG632013	6.23	5.89	165.86	0.97
632066	2.910	LOC632066	0.02	0.02	0.08	0.80
632115	17.367	LOC632115	0.00	0.00	0.02	1.00
632126	2.787	LOC632126	0.00	0.00	0.00	0.00
632166	1.759	LOC632166	0.46	0.43	1.36	0.73
632248	1.265	LOC632248	0.04	0.04	1.39	0.98
632264	1.022	LOC632264	683.11	288.60	244.83	0.00
632287	1.366	LOC632287	0.04	0.03	0.31	0.92
632302	2.422	LOC632302	0.01	0.01	0.04	0.79
632352	1.422	LOC632352	0.05	0.05	1.93	0.98
632394	0.387	LOC632394	1.01	0.95	39.27	0.98
632412	6.929	EG632412	0.01	0.01	0.02	0.57
632454	4.890	LOC632454	0.11	0.10	3.22	0.97
632470	12.430	LOC632470	0.00	0.00	0.00	1.00
632477	0.726	EG632477	0.00	0.00	0.00	0.00
632498	6.678	EG632498	0.00	0.00	0.04	1.00
632534	0.937	LOC632534	0.00	0.00	0.00	0.00
632649	1.980	EG632649	0.04	0.03	0.04	0.28
632654	0.306	Ighv7-4	0.00	0.00	0.00	0.00
632671	2.532	EG632671	0.00	0.00	0.00	0.00
632685	1.975	LOC632685	0.28	0.27	1.89	0.88
632687	1.276	Rnf190	0.34	0.34	0.29	0.00
632708	1.161	Dmrtc1b	0.00	0.00	0.00	0.00
632737	0.585	LOC632737	0.04	0.04	0.03	0.00
632778	0.866	EG632778	0.06	0.05	0.04	0.00
632781	6.171	LOC632781	0.00	0.00	0.04	1.00
632784	97.520	LOC632784	0.01	0.01	0.02	0.56
632793	0.909	RP23-316N16.10	0.03	0.03	0.03	0.00
632802	0.754	EG632802	0.29	0.27	1.52	0.85
632832	0.126	EG632832	0.00	0.00	0.93	1.00
632903	45.895	LOC632903	0.00	0.00	0.00	1.00
632955	0.584	LOC632955	1.96	0.99	0.84	0.00
632964	0.372	EG632964	0.07	0.06	3.66	0.99
632971	0.615	EG632971	0.00	0.00	0.00	0.00
633030	1.880	LOC633030	0.19	0.18	0.82	0.82
633031	0.710	EG633031	0.10	0.10	0.22	0.62
633042	4.262	LOC633042	0.06	0.06	0.22	0.77
633057	1.624	EG633057	0.00	0.00	0.30	1.00
633061	3.491	LOC633061	0.01	0.01	0.33	0.97
633072	68.936	LOC633072	0.00	0.00	0.01	1.00
633082	1.108	LOC633082	0.90	1.39	26.19	0.96
633093	5.636	LOC633093	0.02	0.02	0.07	0.75
633120	18.239	LOC633120	0.08	0.08	0.40	0.83
633215	0.558	LOC633215	0.09	0.08	0.56	0.88
633238	2.226	LOC633238	0.10	0.09	0.55	0.86
633246	36.710	LOC633246	0.01	0.01	0.03	0.71
633250	1.945	EG633250	0.00	0.00	0.00	0.00
633269	0.678	LOC633269	0.00	0.00	0.00	0.00
633279	0.435	LOC633279	0.06	0.05	0.04	0.00
633285	1.789	EG633285	0.08	0.08	0.07	0.00
633295	0.597	LOC633295	1.67	1.58	4.52	0.71
633354	0.558	LOC633354	0.04	0.04	0.35	0.90
633361	14.067	LOC633361	0.24	0.22	0.34	0.46
633385	1.791	LOC633385	0.37	0.26	0.23	0.05
633457	0.299	EG633457	0.00	0.00	0.00	0.00
633484	0.958	LOC633484	0.00	0.00	0.00	0.00
633498	2.157	LOC633498	0.16	0.15	1.75	0.93
633522	42.506	LOC633522	0.03	0.03	0.03	0.23
633533	27.968	EG633533	0.01	0.01	0.02	0.48
633568	0.294	Ighv5-16	0.00	0.00	0.00	0.00
633570	0.459	EG633570	0.37	0.35	9.57	0.97
633596	1.555	LOC633596	0.03	0.03	0.13	0.80
633606	1.685	LOC633606	0.42	0.40	0.70	0.51
633639	15.337	LOC633639	0.01	0.01	0.02	0.62
633640	1.338	EG633640	10.50	8.73	7.38	0.00
633683	0.502	EG633683	2.62	2.48	37.67	0.94
633692	0.908	EG633692	0.19	0.18	0.62	0.76
633695	15.461	LOC633695	0.01	0.01	0.03	0.73
633736	0.453	EG633736	2.97	2.59	18.53	0.88
633740	0.462	Trav5-1	0.05	0.05	0.04	0.00
633752	0.900	EG633752	0.14	0.13	0.48	0.77
633789	2.661	LOC633789	0.05	0.05	0.21	0.80
633979	131.088	LOC633979	0.02	0.01	0.03	0.69
634008	13.934	LOC634008	0.01	0.01	0.02	0.65
634019	1.201	LOC634019	1.04	0.98	1.99	0.58
634104	2.314	LOC634104	0.71	0.67	1.48	0.62
634166	5.820	EG634166	0.00	0.00	0.00	1.00
634201	0.274	LOC634201	0.00	0.00	0.00	0.00
634322	3.346	LOC634322	0.00	0.00	0.00	0.00
634323	0.744	LOC634323	0.85	0.81	1.31	0.48
634331	2.091	EG634331	0.00	0.00	0.00	0.00
634340	1.895	LOC634340	0.03	0.02	0.02	0.00
634346	2.091	EG634346	0.00	0.00	0.00	0.00
634386	1.036	LOC634386	0.00	0.00	13.56	1.00
634394	3.504	LOC634394	0.01	0.01	0.01	0.40
634452	1.790	LOC634452	0.38	0.36	0.35	0.13
634504	0.711	LOC634504	0.00	0.00	0.00	0.00
634517	0.693	LOC634517	0.00	0.00	0.00	0.00
634553	6.285	LOC634553	0.01	0.01	0.01	0.42
634588	1.106	LOC634588	0.00	0.00	0.65	1.00
634650	2.692	EG634650	0.01	0.01	0.07	0.89
634662	0.529	LOC634662	0.00	0.00	0.00	0.00
634678	0.982	LOC634678	0.40	0.38	0.50	0.36
634710	1.029	LOC634710	0.00	0.00	0.02	1.00
634720	14.609	LOC634720	0.01	0.00	0.03	1.00
634731	3.297	LOC634731	2.07	2.05	1.74	0.01
634745	0.609	LOC634745	0.28	0.26	0.60	0.64
634762	24.970	EG634762	0.00	0.00	0.00	1.00
634825	0.214	LOC634825	0.00	0.00	0.00	0.00
634834	3.350	LOC634834	0.05	0.25	0.46	0.54
634881	0.720	EG634881	0.00	0.00	0.11	1.00
634882	33.938	LOC634882	0.01	0.01	0.01	0.38
634929	0.276	LOC634929	0.00	0.00	0.00	0.00
634939	57.398	LOC634939	0.01	0.01	0.03	0.67
634967	1.450	LOC634967	0.02	0.02	0.59	0.97
635092	0.270	LOC635092	0.00	0.00	0.07	1.00
635093	4.761	LOC635093	0.00	0.00	0.02	1.00
635097	1.325	LOC635097	0.04	0.03	0.03	0.00
635136	1.000	LOC635136	0.41	0.39	1.01	0.67
635169	1.227	LOC635169	1.05	1.00	0.86	0.02
635187	8.043	LOC635187	0.00	0.00	0.01	1.00
635209	14.361	LOC635209	0.00	0.00	0.00	1.00
635243	0.455	LOC635243	0.16	0.15	0.85	0.85
635253	0.949	LOC635253	0.39	0.36	0.32	0.06
635275	31.859	LOC635275	0.01	0.01	0.02	0.62
635295	1.732	LOC635295	0.01	0.01	0.03	0.73
635344	39.011	LOC635344	0.00	0.00	0.02	1.00
635396	0.636	LOC635396	0.00	0.00	0.00	0.00
635412	0.903	LOC635412	0.11	0.10	0.17	0.50
635455	4.712	LOC635455	0.01	0.01	0.13	0.94
635470	0.518	LOC635470	0.61	0.58	5.44	0.91
635497	0.727	LOC635497	0.40	0.38	15.40	0.98
635504	1.319	EG635504	0.41	1.29	1.09	0.00
635580	0.819	LOC635580	0.00	0.00	0.00	0.00
635593	42.972	LOC635593	0.02	0.02	0.04	0.55
635617	2.894	LOC635617	0.60	0.57	0.64	0.25
635668	1.853	LOC635668	0.09	0.09	0.10	0.22
635702	2.437	EG635702	0.10	0.09	0.08	0.00
635719	0.543	EG635719	0.31	0.30	0.29	0.12
635737	0.321	LOC635737	0.08	0.07	0.06	0.00
635756	0.351	LOC635756	0.07	0.07	0.06	0.00
635803	0.838	LOC635803	0.26	0.25	1.46	0.86
635871	2.124	LOC635871	0.00	0.00	0.00	0.00
635895	1.607	EG635895	0.00	0.00	0.00	0.00
635919	1.797	EG635919	0.01	0.01	0.01	0.00
635956	0.693	EG635956	0.00	0.00	0.06	1.00
635960	1.643	LOC635960	0.19	0.18	1.87	0.92
636052	0.237	LOC636052	0.00	0.00	0.00	0.00
636070	1.666	LOC636070	7.33	6.93	38.87	0.85
636082	1.315	LOC636082	0.04	0.04	0.03	0.00
636104	2.832	EG636104	0.01	0.01	0.01	0.00
636127	0.357	EG636127	0.00	0.00	0.00	0.00
636173	2.879	LOC636173	0.00	0.00	0.00	0.00
636177	0.929	Rhox4h	0.00	0.00	0.00	0.00
636260	0.294	EG636260	0.00	0.00	0.00	0.00
636282	4.407	LOC636282	0.01	0.01	0.02	0.61
636398	3.710	LOC636398	0.07	0.07	0.20	0.70
636450	1.097	LOC636450	0.00	0.00	0.85	1.00
636462	0.301	EG636462	0.00	0.00	0.00	0.00
636517	0.784	LOC636517	0.12	0.12	0.13	0.20
636532	9.019	LOC636532	0.05	0.04	0.11	0.68
636544	0.850	EG636544	1.49	1.41	2.33	0.49
636612	0.437	LOC636612	1.34	1.27	23.98	0.96
636659	1.231	LOC636659	0.26	0.24	0.27	0.24
636680	1.214	LOC636680	0.66	0.63	1.72	0.69
636697	1.185	LOC636697	0.00	0.00	0.00	0.00
636705	0.433	EG636705	0.00	0.00	0.00	0.00
636731	2.797	LOC636731	0.02	0.02	0.02	0.00
636741	0.978	EG636741	0.17	0.19	0.30	0.46
636752	0.352	EG636752	0.07	0.07	0.06	0.00
636756	0.549	EG636756	0.67	0.63	1.13	0.53
636766	5.279	LOC636766	0.01	0.01	0.02	0.47
636808	3.915	Cntnap5a	1.10	1.09	1.02	0.10
636847	26.282	LOC636847	0.08	0.08	0.23	0.71
636859	22.440	LOC636859	0.06	0.05	0.07	0.40
636915	1.596	LOC636915	0.02	0.01	2.70	1.00
636931	5.197	Trim71	0.17	0.16	0.17	0.20
636947	1.670	EG636947	0.00	0.00	0.01	1.00
636952	0.936	LOC636952	0.08	0.07	0.16	0.64
636972	32.585	LOC636972	0.00	0.00	0.01	1.00
637004	2.730	EG637004	0.01	0.01	0.01	0.00
637008	1.597	LOC637008	0.05	0.04	3.17	0.99
637021	2.400	EG637021	0.00	0.00	0.00	0.00
637027	1.041	EG637027	0.00	0.00	0.00	0.00
637043	152.039	LOC637043	0.01	0.01	0.02	0.51
637050	0.298	Ighv1-10	0.00	0.00	0.00	0.00
637051	1.485	LOC637051	0.59	0.56	1.35	0.65
637053	2.751	EG637053	0.01	0.01	0.01	0.00
637079	3.989	LOC637079	0.07	0.07	0.06	0.00
637083	18.365	LOC637083	0.01	0.01	0.04	0.80
637141	26.849	LOC637141	0.00	0.00	0.01	1.00
637157	9.586	EG637157	0.00	0.00	0.01	1.00
637227	0.347	Igkv6-23	0.00	0.00	0.00	0.00
637235	1.607	LOC637235	0.03	0.03	1.10	0.98
637237	9.955	LOC637237	0.01	0.01	0.02	0.58
637273	0.933	EG637273	1.07	1.01	4.08	0.79
637277	64.250	LOC637277	0.01	0.01	0.02	0.62
637307	161.006	LOC637307	0.00	0.00	0.01	1.00
637379	0.685	EG637379	0.00	0.00	16.54	1.00
637515	4.159	Nlrp1b	0.01	0.01	0.01	0.00
637541	8.775	LOC637541	0.00	0.00	0.02	1.00
637550	8.349	LOC637550	0.01	0.01	0.15	0.94
637566	0.336	EG637566	0.22	0.21	0.29	0.39
637571	8.635	LOC637571	0.00	0.00	0.02	1.00
637572	1.410	LOC637572	0.09	0.08	0.27	0.75
637576	31.136	LOC637576	0.02	0.02	0.05	0.67
637620	1.118	LOC637620	0.96	0.91	5.60	0.86
637627	0.272	LOC637627	0.18	0.17	0.14	0.00
637652	0.895	LOC637652	0.03	0.03	0.03	0.00
637667	7.307	LOC637667	0.01	0.01	0.01	0.24
637720	0.626	LOC637720	0.27	0.26	0.78	0.72
637748	0.574	EG637748	0.30	0.28	2.40	0.90
637758	0.339	EG637758	0.14	0.14	0.23	0.49
637762	0.254	LOC637762	0.00	0.00	0.00	0.00
637776	0.360	EG637776	0.00	0.00	0.00	0.00
637800	54.950	LOC637800	0.01	0.01	0.02	0.48
637868	0.364	EG637868	0.07	0.06	0.05	0.00
637873	2.598	EG637873	0.00	0.00	0.01	1.00
637881	26.394	LOC637881	0.00	0.00	0.00	1.00
637896	2.595	LOC637896	0.00	0.00	0.00	0.00
637898	2.469	EG637898	0.00	0.00	0.00	0.00
637900	0.551	LOC637900	0.31	0.29	0.39	0.37
637908	25.075	EG637908	0.04	0.04	0.09	0.61
637913	5.655	LOC637913	0.03	0.03	0.41	0.94
637939	30.715	EG637939	0.00	0.00	0.01	1.00
637957	0.864	LOC637957	0.00	0.53	0.58	0.23
638008	0.411	EG638008	0.00	0.00	0.24	1.00
638021	0.655	LOC638021	0.11	0.11	0.12	0.24
638046	1.083	EG638046	0.00	0.00	0.07	1.00
638056	35.514	LOC638056	0.01	0.01	0.03	0.72
638068	23.624	LOC638068	0.01	0.01	0.05	0.83
638081	2.348	LOC638081	7.71	0.50	0.44	0.04
638102	2.574	EG638102	0.00	0.00	0.00	0.00
638170	6.475	LOC638170	0.00	0.00	0.00	1.00
638189	1.430	LOC638189	0.00	0.00	0.00	0.00
638247	2.286	9530082P21Rik	0.35	0.33	0.29	0.03
638251	0.897	EG638251	0.03	0.03	0.03	0.00
638252	2.104	LOC638252	2.01	1.89	26.76	0.94
638262	9.893	EG638262	0.00	0.00	0.00	1.00
63828	4.552	Fn3k	9.81	10.36	8.76	0.00
638305	0.833	EG638305	0.12	0.11	0.14	0.33
638338	0.890	EG638338	0.00	0.00	0.00	0.00
638345	0.876	2310068J22Rik	0.00	0.00	0.13	1.00
638353	6.004	EG638353	0.01	0.01	0.54	0.98
638381	11.310	LOC638381	0.01	0.01	0.02	0.50
638453	1.934	LOC638453	0.06	0.06	0.05	0.00
638487	1.140	LOC638487	0.02	0.02	2.10	0.99
638502	118.594	LOC638502	0.00	0.00	0.03	1.00
638532	0.426	EG638532	0.06	0.05	2.83	0.99
638533	32.770	LOC638533	0.01	0.01	0.02	0.58
63856	2.779	Tbn	6.10	6.18	5.32	0.02
63857	2.088	Bcmo1	0.12	0.11	0.10	0.09
638570	3.096	LOC638570	0.09	0.09	0.09	0.20
638580	0.718	EG638580	0.27	0.26	0.30	0.27
63859	2.587	Impg1	0.26	0.27	0.24	0.06
638605	0.293	Ighv2-5	0.00	0.00	0.00	0.00
638634	0.294	EG638634	0.00	0.00	0.00	0.00
638636	0.778	LOC638636	1.34	1.92	6.44	0.75
638695	1.157	EG638695	0.00	0.00	0.00	0.00
638698	0.667	LOC638698	0.26	0.24	0.44	0.54
63872	1.188	Zfp296	1.81	1.71	1.44	0.00
638720	0.897	LOC638720	0.08	0.08	0.07	0.00
63873	3.194	Trpv4	2.21	2.29	1.95	0.01
638779	0.654	LOC638779	0.04	0.04	0.15	0.78
